,,,,,,,,,cm,,Month/day/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,μg C/g soil,umol/g soil or nmol/g soil/hr,,ug NH4-N/g soil        ,Scale 0-14,μg C/g soil,%,,,,,,g/cc,%,,,%,ugN/g soil,,,μg N/g soil,Ratio,,ug NH4-N/g soil,,Status,Project links,Timestamp,,,,,,,,,,,,,,,,,,,,,,decimal degrees,decimal degrees
1046,CIG-2020,,,,Own,2023-0434,2024-0286,011-0001-2024-0313,0,15,12/20/2021,Oahu,,22,Orchard,2005-2021,Pasture,#N/A,Cropland,,,,,,P5-Cover Crop,2.1,Commercial veg/fruits,No change,,,,,,,,,,,None,Other,No,,None,,Hanalei-Lolekaa,,,Organic cropland,PIAL,,Oxisol,,Aquept/Humolt,HAC,,1.70,49.518,99.26,80.6174466,,6.48,174.24,102.79,52.95,,#N/A,,0.35,0.4192,#N/A,#N/A,#N/A,1.36,#N/A,,14.83,39.05,9.307692308,4.987113402,40.74,,,,7/9/2024,scoring_function_noPIALv2,#N/A,,110,3644,205,234,,,,,,,,,,5.8,,,,11_CIG_OnFarmTrials/CIG_HSH_SoilHealthDataAnalysis_ ANDIC_(PNCM_HIST).xlsx,21.602952,-159.145617
156,CIG-2020,,,,Own,24,2024-0287,023-0292-2024-0234,0,15,2/5/2020,Puerto Rico,,5,Managed forest,,Cropland,,Cropland,,,,,,Coffee control 4,,Orchard/tree crop,Unmanaged forest,,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,#VALUE!,,,,,None,Other,No,Yes,None,Weeds,Fraternidad,,,Not managed/abandoned,None,,Oxisol,,,LAC,,4.99,81.724,45.19495234,28.94,83.31,6.15,1633.54,71.04,1.345881703,0.61,0.78,0.36,0.33,1.22,,#N/A,#N/A,0.78,#N/A,18.22504125,#N/A,62.68,11.44,305.84,57.77,,Done,,7/9/2024,scoring_function_noPIALv2,10/15/2024,,,,,,,,,,3.56,,,,,,,,216,,21.598654,-159.216229
1871,Kākoʻo ʻŌiwi,Round 1,,,Own,2022-0050,2024-0288,011-0048-2023-0176,,15,2/8/21,Puerto Rico,,6,Managed forest,2019-2021,2019-,#N/A,,,,,,,Haleakala Ranch Silvopasture 3,2,Mixed,Protected forest,Bone/blood meal,,,,,#VALUE!,,,,,Disc,More than twice,,No,,Bare soil,Wahiawa,,,Mixed conventional and organic,,Low,Andisol,Haplustert,Ustand,HAC,,1.73,64.52,43.29,4.80,14.43,6.24,215,,0.54,#N/A,0.01,0.20,0.16,0.88,,0.10,0.00,2.6,#N/A,#N/A,#N/A,,10.23333333,,,,,https://docs.google.com/spreadsheets/d/1v-gX-zrJah2fKYf8qvFhXk_jvuS8YSDcctUnHklNBGU/edit#gid=364531522,3/9/2022,scoring_function_noPIALv2,11,157,,,,,,,37,,5.46,3.19,,,,,,,,,20.211747,-156.954003
134,UROP-2019,Baseline,,,Own,2023-0371,2024-0289,023-0289-2024-0170,0,15,7/1/2024,Oahu,,23,Cropland,1880-present,Pineapple or sugarcane plantation,not available,,#N/A,,,,,P6-Cover Crop,12,Orchard/tree crop,Forage,Synthetic blend,"500-1,000 lb/ac/yr",,,,,,,,,Disc,,No,No,,Weeds,Fraternidad,,,Conventional cropland,PIAL,,Aridisol,Palehumult,Humult,HAC,,1.33,44.73,111.5,,4.45,6.34,479.93,121.65,6.97,0.14,0.51,0.86,0.56,0.77,38.79,#N/A,0.00,0.68,16.68,#N/A,#N/A,29.48,7.382352941,#REF!,20.09,,Done,https://docs.google.com/spreadsheets/d/1GwyqgNpfRC3okTlhCzqqJyHaifJUn20q7L_JJRwf6fA/edit,3/9/2022,scoring_function_noPIALv2,10/15/2024,,,,2307,#N/A,108,1.05,,,10.85,,626,,,#N/A,,,,,21.441724,-156.893620
,CIG-2020,,,,Own,2022-0004,2024-0290,001-0010-2018-0041,,15,7-15-21,Big Island,,5.8,Mal,2017-2021,2019-,unknown,#N/A,,,,,,Mulch 3,SITE 6 C,Row crop monoculture,Orchard/tree crop,,0-250 lb/ac/yr,,,,#VALUE!,,,,,None,More than twice,No,Yes,Sprinkle,Mulch and Weeds,,,,Protected forest,PIAL,,Oxisol,,Folists,HAC,,11.2,248.831,,54.9,,5.43,232,92.72,0.74,0.17,0.46,,,,16.45964008,2.56,#N/A,0.50,#N/A,#N/A,,63.59,11.45,#N/A,28.68,,,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,,0.33,11,,,,,,,0.89,,,,,,11.6,,,,,,,20.786749,-156.965806
1906,CIG-2020,,,,,2023-0155,2024-0291,011-0048-2023-0274,,15,07/03/2023,Oahu,,12,Cropland,1800's - 2022,,,,#N/A,,,,,HT87 Control 5,5,Nothing/bare fallow,Commercial veg/fruits,Manures,10-20 tons/ac/yr,,,,,,,,,None,,Yes,Yes,,Bare soil,La Luna,,,Pasture,PIAL,,Inceptisol,Calciargid,Aquept/Humolt,LAC,,1.83,243.668,182.95,28.71,-3.34,7.9,,94.42,50.78,0.12,#N/A,0.42,0.92,,47.08,2.22,2.50,0.27,#N/A,#N/A,#N/A,15.25,7.666666667,4.067202889,8.37,,Done,https://docs.google.com/spreadsheets/d/1Np0Y3iAEhm6-GNKOSwj9RX2QTLV2pPRinpDexcJ18vM/edit?usp=sharing,7/9/2024,scoring_function_noPIALv2,10/15/2024,157,,,,,,,,,,9.74,,,,,,,,,21.085773,-159.458616
1742,CIG-2020,,,,,2023-0204,2024-0292,011-0281-2024-0069,0,15,2025-02-07 00:00:00,Oahu,,2.25,Unmanaged forest,2021-current,Protected forest,,Pasture,#N/A,,,,,,4.9,Dryland root crops,,Synthetic blend,1-5 tons/ac/yr,,,,,,,,,None,Other,No,No,None,,Waialua,,,Conventional cropland,PIAL,,Mollisol,Haplustand,,LAC,,5.7,271.589,35.02,36.28266827,,6.12,332.89,,,0.62,0.91,0.92,#N/A,#N/A,,,#N/A,0.12,#N/A,26.28,#N/A,31.57,14.80869565,7.96,10.3,,Done,,,scoring_function_noPIALv2,,3,#N/A,,,397,,,,206,,,,,,,,,,,22.135788,-156.005924
1233,Kākoʻo ʻŌiwi,,,,Own,2024-0454,2024-0293,008-0023-2020-0397,0,15,4/3/2024,Oahu,,20,Unmanaged/abandoned ag land,>30 yrs,,#N/A,,,,,,,,0.06 acres,Orchard/tree crop,Agroforestry,Synthetic blend,0-250 lb/ac/yr,,,,#VALUE!,,,,,,,Unkonwn,Yes,None,Weeds,Fraternidad,,,Agroforestry,PIAL,,Ultisol,Hydrudand,,PNCM,,1.29,114.29,56.79,18,20.26,5.77,200,136.65,42.33714541,0.47,,0.69,0.60,0.99,41.33,3.08,0.00,0.55,#N/A,8.239135363,8.19,29.42,13.3,#N/A,10.22,,,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=1076234646,,scoring_function_noPIALv2,,169,,,,,67,,126,,,15.31,,,,,,,,,19.318636,-155.144081
871,CIG-2020,,,,,2025-0080,2024-0294,011-0082-2023-0289,0,15,2025-04-29 00:00:00,Oahu,,2,Orchard,Agroforestry,Unmanaged/abandoned ag land,1900-1996,#N/A,#N/A,,,,,,2,Nothing/bare fallow,Row crop monoculture,None,n/a,,,,,,,,,None,n/a,No,Yes,,Bare soil,Kemoo,,,Conventional cropland,None,,Entisol,Hydrudand,Torrert,PNCM,,1.66,48.54,41.44,88.85,,6.5,1156.65,85.89,2.61,0.90,0.81,0.07,0.65,0.81,24.19,4.22,,1.34,#N/A,13.21059585,6.437840841,38.15,9.794117647,,14.66,,,34.61,7.7,scoring_function_noPIALv2,10/15/2024,,,,2793,,,,,,,17.66,,,,,,,,,20.222684,-156.493338
,UROP-2019,Round 1,,,,2023-0265,2024-0295,007-0031-2020-0351,0,15,7/1/2019,Puerto Rico,,10,Cropland,Continuous,Cropland,1976-2016,,,,,,,,undefined,Commercial veg/fruits,,"Compost, None - mostly none",,Bone/blood meal,,,,,,,,None,Yearly,Yes,Yes,Buried drip,,Lolekaa,,,Conventional cropland,PIAL,,Mollisol,Haplustert,,HAC,,1.29,342.197,10.6671856,41.12,-0.84,6.76,964.3,128.58,5.196982167,0.56,0.90,0.13,0.70,0.5474,61.84734826,8.20,,0.12,16.58,13.52188063,#N/A,24.79,11.74193548,#N/A,84.74,,Done,,,scoring_function_noPIALv2,,,,5210,,,,0.87,,,#N/A,,,,,,#REF!,,,,21.142722,-156.758359
1930,CIG-2020,,,,Lease,2024-0090,2024-0296,011-0050-2023-0405,0,,6/20/19,Oahu,,2,Pasture,,Cropland,Pineapple or sugarcane plantation,Prior 1800,,,,,,Agroforestry,,Forage | Unmanaged forest,No change,Synthetic blend,#VALUE!,,,,,,,,#VALUE!,None,n/a,Yes,Yes,Surface Drip,Bare soil,Dandan,,,Mixed,None,,Mollisol,Haplustoll,Ustoll,PNCM,,6,248.41,18.43,19.73,0.48,6.29,155,,80.49,0.10,0.66,0.97,0.25,1.47,84.81,#N/A,#N/A,1.22,#N/A,15.46,10.29659234,191,18.0952381,10.21592718,18.28,,Done,#N/A,5.8,0.2,,202,,,,#N/A,,,,331,,,532,,,,#REF!,,31,23_Long-Term Agroforestry Research/LTAR_HSH_SoilHealthDataAnalysis_NON-ANDIC_(LAC_HAC).xlsx,22.029456,-157.678542
1335,LTAR,Round 1,,,,2021-0594,2024-0297,011-0011-2025-0022,0,50,2025-02-10 00:00:00,Maui,,27,Pasture,,2019-,1891-1971,Pineapple or sugarcane plantation,#N/A,,,,,5-3,1.5,Commercial veg/fruits,Orchard/tree crop,None,,,#VALUE!,,,,,,#VALUE!,None,,No,,Surface Drip,Grass,Lualualei,,,Conventional cropland,PIAL,,Andisol,Haplustoll,Folists,HAC,,4.66,104.877,80.8040947,29.32,67.05,6.85,415.38,73.78,0.3513785981,0.95,0.72,0.78,0.48,1.12,,#N/A,#N/A,0.61,#DIV/0!,#N/A,,13.97,15.27506627,4.579520305,7.05,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,,scoring_function_noPIALv2,13,147,22,,,,47,,,489,,,,,,,,,,,20.548102,-158.424447
855,CIG-2020,,,,Lease,538,2024-0298,023-0011-2024-0014,0,15,9/1/2023,Pohnpei,,19,Agroforestry,Continuous,,#N/A,,#N/A,,,,,Perox Cropland C,0.06 acres,Agroforestry,Orchard/tree crop,None,,,,,,,,,,None,,No,No,Surface Drip,Bare soil,Makiki,,,Mixed conventional and organic,PIAL,,Andisol,,,LAC,,,34.055,66.99,4.8,,6.49,776,71.61,0.08,0.13,0.88,0.88,0.18,1.17,3.58,,#N/A,0.23,#N/A,#N/A,4.92,27.68,12.32944093,12.38929452,0.50,,Done,23.21,3/9/2022,scoring_function_noPIALv2,10/15/2024,310,,3705,,,,0.77,,,5.35,8.23,#N/A,,,,,,,,18.951440,-156.956836
193,CIG-2020,Round 2,,,,2023-0478,2024-0299,016-0106-2023-0008,0,15,12/2/2022,Oahu,,22,Pasture,2004-2022,No Change,Cropland,Unmanaged/abandoned ag land,#N/A,Unmanaged/abandoned,,,,Kona Tiki Compost + Perennial 3,.026 acres,Forage,,Synthetic blend,250-500 lb/ac/yr,,,,,,,,,None,More than twice,No,Yes,Surface Drip,,Lolekaa,,,Organic cropland,None,high,Andisol,Haplustand,Udand,HAC,,1.67,78.672,21.40,63.01,80.87,7.12,1702.21,88.65,6.70,0.90,0.16,0.10,0.64,,,1.58,0.00,0.35,#N/A,,#N/A,31.34,11.55,10.01,7.94,,Done,30.51,3/9/2022,scoring_function_noPIALv2,17,,,,,,,,#N/A,,6.41,10.68,,,,,,,,11_CIG_OnFarmTrials/CIG_HSH_SoilHealthDataAnalysis_ ANDIC_(PNCM_HIST).xlsx,19.236360,-157.118376
1203,,Round 2,,,Own,,2024-0300,010-0319-2024-0517,0,15,7/31/2024,Oahu,,12,Pasture,,,,#N/A,,,,,,ʻ2-2,0.25,Dryland root crops,Unmanaged forest,Mineral,250-500 lb/ac/yr,,#VALUE!,,,,,,,None,,No,Yes,None,Bare soil,Wahiawa,,,Does not apply,PIAL,,Oxisol,Endoaquept/Palehumolt,Torrert,LAC,,1.46,40.814,65.50,,9.60,,186.61,73.2,9.692204287,0.27,0.55,0.37,0.31,0.70,,,#N/A,0.1,#N/A,#N/A,#N/A,200.12,9.777777778,#N/A,1.76,,Done,https://docs.google.com/spreadsheets/d/1m61bmvtgS4Gqk0l3GPzsqmWNdHMV5PDIf8911iSWvEI/edit#gid=1076234651,,0.04,,,,,985,347,16,0.45,74,,,,,,,,,,,,22.052256,-155.561791
244,CIG-2020,Round 1,,,Lease,2024-0457,2024-0301,017-0041-2021-0610,0,,12/7/23,Oahu,,120,Cropland,2022-2025,,#N/A,#N/A,,,,,,Carbon Smart Puu o Hoku 4,,Forage,Commercial veg/fruits,Bone/blood meal,,,,,,,,,,None,More than twice,Yes,No,None,,Humatas,,,Conventional cropland,PIAL,,Vertisol,Gypitorrert,Ustept,LAC,,1.49,31.34,14.34,25.03,48.88,5.85,214.03,75.86,0.34,0.86,0.08,0.53,0.22,,,3.63,0.50,,#N/A,#N/A,#N/A,26.85,11.62820513,12.9,19.83,,Done,31.6,3/9/2022,scoring_function_noPIALv2,,,,,2611,,,,,,,,,,,,,,,,20.984577,-155.094846
1493,C-Maiki,,,,Duamed Colon,2024-0527,2024-0302,007-0031-2020-0272,,15,12/14/2022,Oahu,,10 acres,Cropland,1950-2021,Unmanaged/abandoned ag land,#N/A,Pineapple or sugarcane plantation,,,,,,Hau forest,3.5,Orchard/tree crop,Forage | Unmanaged forest,Synthetic blend,,,,,,,,,,None,,No,No,Surface Drip,Bare soil,Waialua,,,Conventional cropland,PIAL,,Mollisol,Hydrudand,,PNCM,,5.69,191.050,78.75,41.86,67.05,6.48,178.16,126.61,26.00793355,0.05,0.71,0.51,0.13,#N/A,,0.12,0.50,0.36,84.15,15.68615847,#N/A,6.1,11.53061224,#N/A,,,,,,#N/A,,,,,,,48,,,,,1.85,,,,,,,,,19.360732,-159.424181
1511,CIG-2020,,,,Own,2023-0345,2024-0303,003-0022-2019-0157,0,,11-21-20,Oahu,,5,Managed forest,1996-present,,1941-1993,#N/A,,,NA,,,71,,Agroforestry,,None,,,#VALUE!,,,,,,,,,No,No,,Living mulch,Wahiawa,,,Agroforestry,None,,Andisol,Endoaquept/Palehumolt,Folist,HAC,,14.66,15.802,43.38007703,51.4,3.01,8.41,1061.086855,193.76,,0.84,,0.86,0.37,,73.21,0.00,0.00,0.25,46.79,54.37,51.46,29.49,11.81818182,13.59,2.38,,Done,,#N/A,0.18,10/15/2024,404,#N/A,,,,,,76,164,,#N/A,,,3.6,,,,,,21.055412,-156.160606
1902,LTAR,,,,,2022-0166,2024-0304,011-0123-2024-0351,0,5,2025-03-01 00:00:00,Puerto Rico,,10 acres,Cropland,2018-2021,Unmanaged/abandoned ag land,1950-1985,#N/A,#N/A,,,,,97,2,Commercial veg/fruits,No change,Compost,0-250 lb/ac/yr,,,,,,,,,Roto,,No,No,Other,Bare soil,Lolekaa,,,Organic cropland,,,Oxisol,,Ustert,HAC,,9.94,49.83,53.17,4.12,4.94,8.52,2641,128.07,20.51126933,,0.63,0.21,0.88,0.91,69.59,,1.75,0.13,#N/A,1.788867953,#REF!,,13.5,#N/A,,,Done,https://docs.google.com/spreadsheets/d/1v-gX-zrJah2fKYf8qvFhXk_jvuS8YSDcctUnHklNBGU/edit#gid=364531522,#N/A,scoring_function_noPIALv2,10/15/2024,,,2272,1807,,127,,,,,#N/A,,,,,,,,,22.068751,-158.792116
1340,CIG-2020,,,,,2024-0484,2024-0305,002-0019-2019-0130,,15,12/20/2021,Pohnpei,,0.49,Pasture,,Unmanaged/abandoned,2001-2022,#N/A,#N/A,,,,,?,,Unmanaged forest,No change,,,,,,#VALUE!,,,,#VALUE!,None,,,Yes,Sprinkle,Weeds,Lolekaa,,,Conventional cropland,PIAL,Low,Andisol,Haplohumult,Ustoll,HAC,,20.8,68.81,27.15,87.93,28.02,8.22,1251.09,116.42,1.15,,0.46,0.13,,,,#N/A,0.50,0.38,34.54665889,#N/A,#N/A,,10.31578947,#N/A,27.86,,,https://docs.google.com/spreadsheets/d/1Np0Y3iAEhm6-GNKOSwj9RX2QTLV2pPRinpDexcJ18vM/edit?usp=sharing,7.6,scoring_function_noPIALv2,19,,,,,352,,,,,,,531,,,,,,,,21.214757,-156.961995
483,Kākoʻo ʻŌiwi,,,,,2024-0202,2024-0306,007-0029-2019-0225,5,15,3/30/21,Oahu,,0.49,Unmanaged pasture,Unmanaged forest,Unmanaged/abandoned ag land,,Do not know,#N/A,,,,,93,0.11 ac,eucalyptus and shrubbery,Commercial veg/fruits,Compost,,,,,,,,,,None,Yearly,No,No,None,Bare soil,Pulehu,,,Pasture,PIAL,,Oxisol,Hydrudand,Humult,HAC,,,135.78,,19.46,30.72,5.5,147,126.06,67.96231841,0.78,0.63,0.84,0.17,,,1.46,,,#N/A,55.22887621,#N/A,214.25,11.13,#N/A,14.07,,Done,,7/10/2024,scoring_function_noPIALv2,#N/A,113,,,,,134,,,,5.33,,,,,,,,,,21.762197,-157.611278
1378,CIG-2020,,,,Own,2022-0074,2024-0307,008-0023-2018-0338,0,15,4/26/2024,Oahu,,7,Pasture,2009-2022,Unmanaged/abandoned ag land,1910-2000,,#N/A,,,,,Cowpea control 1,0.001,Orchard/tree crop,Orchard/tree crop,Manures,0-250 lb/ac/yr,,,,,,,,,,None,Yes,Yes,None,Weeds,Waialua Series,,,Unmanaged forest,PIAL,,Vertisol,Haplustept,Ustoll,PNCM,,,51.239,190.32,84.11,104.95,5.9,1662.06,143.59,97.13158609,0.16,0.36,0.86,0.12,1.20,,,#N/A,0.93,#N/A,#N/A,#N/A,139.7,9,#N/A,236.13,,,https://docs.google.com/spreadsheets/d/16vOfuaO-7wjY4aZkgjh6N8wdHOK1Ohe130j1QIxvXms/edit?usp=sharing,,0.95,7,,,,,,40,,72,,,,,#N/A,,,,,,,19.388468,-156.177315
921,CIG-2020,,,,Own,SH-NTBG-22,2024-0308,007-0031-2020-0356,0,15,7/10/2024,Puerto Rico,,128,,2019-curent,Pasture,,,#N/A,,,,,P5,.008 acres,Nothing/bare fallow,Commercial veg/fruits,Synthetic blend,250-500 lb/ac/yr,,,,,,,,,None,Other,Yes,No,None,Weeds,Makiki,,,Pasture,None,,Ultisol,Palehumult,Ustand,LAC,,3.05,403.479,38.61,59.74,,6.83,881.37,169.6,6.01,0.61,0.34,0.99,0.12,,53.5854453,0.00,#N/A,0.58,#DIV/0!,#REF!,#N/A,,,235.2828505,28.25,,Done,17.59,5.6,1.37,10/15/2024,#N/A,91,,,,,,,,,1.35,,,,,,,,,22.171297,-156.673662
1976,CIG-2020,Baseline,Row Crop,,,2024-0499,2024-0309,008-0023-2018-0343,0,15,01/26/2024,,,,,2006-present,Agroforestry,,,,,,,,44,0.046 acres,Nothing/bare fallow,Commercial veg/fruits,Synthetic blend,#VALUE!,,,,,,,,,None,Other,,No,None,Bare soil,Pulehu,,,Conventional cropland,PIAL,,Oxisol,Gypitorrert,Udand,LAC,,1.92,21.65,51.59,17.76,161.64,7.04,212.09,82.70,2.052358823,0.55,0.96,0.21,0.58,,#N/A,0.00,1.00,0.10,#N/A,68.63,5.59,94.27276979,9.957446809,10.5,28.5,,Done,25.08,,,10/15/2024,,,,,,,1.16,,,,#N/A,1081,,,,,,,,21.840379,-160.060578
466,CIG-2020,WSARE-2019,,,,404,2024-0310,017-0128-2023-0084,0,15,2/25/2025,Oahu,,12,Pasture,2017-current,Unmanaged forest,#N/A,#N/A,,,,,,P2,12,Agroforestry,Commercial veg/fruits,Synthetic blend- liquid,,,10-20 tons/ac/yr,,,,,,,None,,Yes,,Surface Drip,Weeds,Daguey,,,Conventional cropland,Yes,,Andisol,,Torrert,HAC,,2.21,31.26,53.32,101.16,54.48,7.99,927.62,69.42,0.91,0.08,#N/A,0.50,0.03,,49.98,0.43,,0.18,#N/A,37.61869333,#N/A,,7.28,27.55885931,,,,,10/4/2023,scoring_function_noPIALv2,10/15/2024,,,,830,,,,,,,2.15,,,,,,,,,19.554631,-157.338815
1611,CIG-2020,,,,Lease,SH-HARC-28,2024-0311,002-0019-2019-0128,,15,2/8/21,Big Island,,114,Cropland,>30 yrs,Cropland,,,,Cropland,,,,,2,Row crop monoculture,,Manures,1-5 tons/ac/yr,,,,,,,,,None,,Yes,,Sprinkle,"Mulch (woodchip, leaf litter, other organic material)",Lolekaa,,,Pasture,PIAL,,Oxisol,Eutrotorrox,Ustoll,HAC,,,66.228,,31.11,12.3,5.69,1458.65,60.65,36.79,0.50,0.64,0.05,0.64,,,11.27,1.00,0.37,#N/A,#N/A,#N/A,,,#N/A,,,Done,,3/9/2022,0.25,10/15/2024,,,,,360,,,,60,5.13,,,,,,,,,,19.826470,-159.051183
1033,Mark Thorne,,,,,57,2024-0312,011-0085-2024-0438,0,15,04/26/2023,Oahu,,5,Cropland,2022-2024,No Change,1900-2009,Unmanaged/abandoned ag land,#N/A,,,,,Hala Tree Control 4 (HT87),.026 acres,Agroforestry,Forage,Synthetic blend,250-500 lb/ac/yr,,#VALUE!,,,,,,#VALUE!,Mulboard,More than twice,,No,Surface Drip,,Pulehu,,,Protected forest,None,,Vertisol,Gypitorrert,Torrert,HAC,,1.48,34.406,124.5396519,64.53,20.63,7.35,267,65.07,0.21,0.19,0.71,0.65,0.58,0.99,,,0.50,0.09,#N/A,35.23479091,#N/A,285.02,9.9,#N/A,8.4,,In progress,,7/8/2024,#N/A,10/15/2024,,,,,,,#N/A,61,,,,,#N/A,4.8,,,,,,21.181763,-156.722972
1348,AFRI-2020,,,,Other,2024-0332,2024-0313,011-0084-2024-0285,0,15,2/5/2021,Oahu,,30,Unmanaged/abandoned ag land,2022-2023,Protected forest,#N/A,#N/A,,,,,,Haleakala Ranch Silvopasture 5,,Unmanaged forest,Protected forest,Synthetic blend,,,,,,,,,,None,,,none,None,,Waialua Series,,,Pasture,None,,Mollisol,,Ustoll,PNCM,,,26.51,,68.86,21.06,6.17,218,209.96,23.82889826,0.03,0.57,0.19,0.29,1.01,27.78,4.56,#N/A,0.26,190.23,52.41100353,6.20,48.25,7.2,,31.77,,,https://docs.google.com/spreadsheets/d/1Np0Y3iAEhm6-GNKOSwj9RX2QTLV2pPRinpDexcJ18vM/edit#gid=1076234682,7.1,0.31,10/15/2024,,,,,,31,0.97,#N/A,#N/A,,,,,,#N/A,,,,,21.548814,-159.375836
1151,HARC,,,,Other,2025-0029,2024-0314,011-0281-2025-0218,0,15,10/3/2024,Oahu,,12,Cropland,2019-curent,No Change,,#N/A,1950s,Unmanaged/abandoned,,,,ʻ1-6,0.1,Agroforestry,Commercial veg/fruits,None,,,,,#VALUE!,,,,,None,,Yes,Yes,,Weeds,Kainaliu,,,Organic cropland,None,,,Haplustox,Torrert,LAC,,1.79,111.02,215.8376458,,9.79,,,84.24,-0.01,0.53,0.18,0.62,,0.99,,#N/A,0.25,0.72,#N/A,#N/A,1.39,94,8.176470588,#N/A,6.14,,,,7.6,,10/15/2024,193,,2025,,,,0.59,,,,,,,,,,,,,20.407291,-156.045754
1672,CIG-2020,,,,Lease,486,2024-0315,007-0005-2020-0443,0,15,5/23/2024,Oahu,,1,Pasture,2013-current,Cropland,X-2020,Pasture,,,,,,Hawaii Golden Sunhemp 3,0.11 ac,Agroforestry,calisia repens,None,,,,,,,,,,None,n/a,No,No,None,Bare soil,,,,,,,Mollisol,Haplustand,Ustox,LAC,,0.95,209.072,70.60,68.61,0.16,6.27,342.85,127.7,,0.60,0.19,#N/A,0.30,1.48,,10.78,#N/A,,,#N/A,12.49,74.13,9.00,#N/A,289.88,,Done,https://docs.google.com/spreadsheets/d/1Np0Y3iAEhm6-GNKOSwj9RX2QTLV2pPRinpDexcJ18vM/edit?usp=sharing,6.7,scoring_function_noPIALv2,21,,73,,#N/A,,,1.11,,,#N/A,,,,,,,,,,21.045195,-156.072654
1469,CIG-2020,Baseline,,,Own,SH-NTBG-25,2024-0316,011-0048-2024-0307,0,5,3/19/2024,Oahu,,1ac,,Continuous,Pineapple or sugarcane plantation,#N/A,,,,,,,Aloun Farms plot G sample 1,60,Forage,Commercial veg/fruits,Synthetic blend,"500-1,000 lb/ac/yr",,,,,,,,,None,None,No,No,None,Bare soil,Pulehu,,,Pasture,PIAL,,Mollisol,,Torrert,LAC,,25.71,152.3,86.98,19.71,74.63,6.75,1512.08,59.34,,0.81,0.53,0.61,0.65,1.19,,#N/A,#N/A,,#N/A,,,142.00,10.27,#N/A,,,Done,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,7/10/2024,0.92,10,,,,2403,602,,,,,,#N/A,,,,,,,,,19.102903,-157.748860
1512,SSH,,,,,307,2024-0317,011-0085-2022-0160,0,15,9/23/2019,Oahu,,,Cropland,2009-2022,No Change,#N/A,Unmanaged/abandoned,,,,,,ʻ5-6,0.046 acres,Unmanaged forest,Commercial veg/fruits,None,,,#VALUE!,,#VALUE!,,#VALUE!,,,None,,No,Yes,Surface Drip,Bare soil,Fraternidad,,,Mixed conventional and organic,PIAL,,,Palehumult,Humult,LAC,,0.89,,,60.26,264.2,6.08,167,80.06,1.289090301,,0.85,0.72,0.18,1.16,77.66,#N/A,1.00,0.46,#N/A,24.44047611,#N/A,,11.1,#N/A,33.71,,,9.01,3/9/2022,scoring_function_noPIALv2,10/15/2024,53,,,,,,,,,,,593,,17.7,,,,,,20.984977,-157.463128
,CIG-2020,,20 ton compost,,,282,2024-0318,011-0123-2023-0022,0,15,7/31/2024,Big Island,,10 acres,Unmanaged/abandoned,2006- present,Pineapple or sugarcane plantation,#N/A,Pasture,1870-1920,,,,,Plot 10 control 2,Site A - Plot 3,Protected forest,Weeds/Unmanaged,Manures,N/A,,,,,,,,,None,,Yes,No,None,Weeds,Pulehu,,,Pasture,PIAL,high,Ultisol,Kandiustox,Ustoll,LAC,,1.38,103.17,46.78,63.71,,6.99,132.59,114.56,4.83,0.89,0.08,0.91,#N/A,#N/A,40.55034241,0.00,#N/A,0.13,#N/A,0,#N/A,27,,,8.67,,Done,,,scoring_function_noPIALv2,14,274,,,,,,,,,,,,,,,,,,,19.700982,-157.283451
1165,AFRI-2020,WSARE-2019,20 ton compost,,,2023-0375,2024-0319,011-0126-2024-0123,0,15,1/24/2022,Oahu,,23,Cropland,,,#N/A,,#N/A,,,,,L8 S2 T3,,Lawn/yard/park,No change,Synthetic blend,"500-1,000 lb/ac/yr",,,,,,,,#VALUE!,None,,No,Yes,,Bare soil,Kaiwiki,,,Protected forest,None,,,Haplustoll,Ustoll,HAC,,8.21,18.730,29,10.2,17.10,6.76,2038.01,122.29,25.03,0.30,0.77,0.98,0.46,0.76,,#N/A,0.50,0.94,#N/A,#N/A,43.18,24.3,13.58415842,41.04711197,74.17,,Done,8.36,#N/A,scoring_function_noPIALv2,6,,,2100,,,,,101,,,7.03,,,,,,,,,19.381351,-157.495771
