,,,,,,,,,cm,,Month/day/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,μg C/g soil,umol/g soil or nmol/g soil/hr,,ug NH4-N/g soil        ,Scale 0-14,μg C/g soil,%,,,,,,g/cc,%,,,%,ugN/g soil,,,μg N/g soil,Ratio,,ug NH4-N/g soil,,Status,Project links,Timestamp,,
1817,CIG-2020,WSARE-2019,,,Own,2022-0097,2024-0133,010-0175-2023-0223,0,15,5/24/2024,Maui,Synthetic Maui Site 259,,29,Cropland,2017-2021,,#N/A,,#N/A,,,,,FA3C,0.044,Commercial veg/fruits,,Mineral and Lime,0-250 lb/ac/yr,,,,,,,,,Disc,More than twice,,Yes,Surface Drip,Weeds,Ewa,20.894209,-156.361064,,,Conventional cropland,,,Ultisol,Haplohumult,,PNCM,,,8.048,,,0,6.04,504,101.07,4.531361162,0.82,0.85,0.13,0.04,#N/A,,0.00,,0.33,,32.68678112,#N/A,111.44,9.666666667,#N/A,5.30,,,https://docs.google.com/spreadsheets/d/1pQo3yk7sTzfCeFaGWk2K4cDxDQ7GfXOt71b2iiVU0fA/edit#gid=2114689344,,0.06,10/15/2024
576,Kākoʻo ʻŌiwi,,,,Own,2024-0330,2024-0134,017-0001-2023-0090,0,15,4/2/2024,Oahu,Synthetic Oahu Site 506,,10,Cropland,1975-2024,Cropland,Pineapple or sugarcane plantation,#N/A,#N/A,,,,,Cacao Plot,0.25,Shrub,Protected forest,None,,,,,#VALUE!,,,,,None,Yearly,Yes,Yes,None,,San Anton,21.502199,-157.977357,,,Conventional cropland,None,Low,Ultisol,Kandiustox,Humult,PNCM,,7.04,805.894,,,165.86,7.25,177.93,88.94,23.77557304,0.08,0.92,0.95,0.93,0.63,37.8,0.11,,0.4,#N/A,,4.42,85.6,8.222222222,10.29252332,12.18,,Done,34.36,3/9/2022,scoring_function_noPIALv2,10/15/2024
1948,HICSC,Baseline,,,,2024-0208,2024-0135,023-0295-2024-0251,0,15,2025-04-25 00:00:00,Oahu,Synthetic Oahu Site 073,,150,Unmanaged forest,Continuous,Pineapple or sugarcane plantation,,Unmanaged forest,#N/A,,,,,3-3,0.001,Dryland root crops,Commercial veg/fruits,None,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,#VALUE!,,,None,More than twice,Yes,Yes,Sprinkle,Bare soil,Mucara,21.518210,-157.659241,,,Pasture,,,Andisol,Gypitorrert,Ustoll,HAC,,7.34,54.307,221.55,28.05,15.26,6.89,1513.595017,100.7,10.77,0.76,0.38,0.58,0.51,,69.98395902,#N/A,#N/A,0.8,#N/A,136.95,#DIV/0!,41.27,6.65,#N/A,196.14,,Done,https://docs.google.com/spreadsheets/d/1pCYgXFAgVdQSXo7dxFWll33CC27Jc46VSCWVeIjVK5k/edit?usp=sharing,3/9/2022,scoring_function_noPIALv2,11
207,Hannah Hubanks,Round 2,,,Lease,2024-0010,2024-0136,010-0183-2023-0231,0,15,2025-04-29 00:00:00,Oahu,Synthetic Oahu Site 606,,,Cropland,2019-curent,,#N/A,,,Unmanaged/abandoned,,,,5-5,,Managed forest,Weeds/Unmanaged,Synthetic blend,250-500 lb/ac/yr,,#VALUE!,,,,,,,Roto,,Yes,No,None,"Mulch (woodchip, leaf litter, other organic material)",Hanalei-Lolekaa,21.421886,-157.742112,,,Conventional cropland,PIAL,,Oxisol,,Ustoll,HAC,,7.02,82.92,73.25,6.28,4.67,8.11,,121.75,,0.30,0.54,0.90,0.19,,45.72,0.12,,0.36,304.06,#N/A,66.65,,18,9.114445965,0,,Done,21.37,6.1,#N/A,10/15/2024
1415,Department of Health,,,,Own,2024-0133,2024-0137,002-0018-2019-0115,0,15,5/17/2023,Oahu,Synthetic Oahu Site 289,,5 acres,Unmanaged/abandoned ag land,N/A,,1949-2019,#N/A,,,,,,3,4.9,Nothing/bare fallow,Managed forest,Synthetic blend,,,,,,,,,,,,No,Yes,Sprinkle,Bare soil,Humatas,21.424301,-158.130195,,,Protected forest,PIAL,,Ultisol,Acrudox,Humult,LAC,,1.87,28.80,35.61,25.31,3.24,4.44,282,99.81,1.75,0.79,0.72,0.56,0.36,,,#N/A,#N/A,0.21,250.93,#N/A,1.58,317.65,22.33333333,#N/A,,,,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit?usp=sharing,7/10/2024,scoring_function_noPIALv2,10/15/2024
1480,CIG-2020,,,,,489,2024-0138,011-0050-2022-0019,5,15,5/29/2022,Kauai,Synthetic Kauai Site 604,,60,Agroforestry,2006-current,Cropland,,#N/A,NA,Unmanaged/abandoned,NA,,,Lot 16 control 3,5,Row crop monoculture,No change,None,"500-1,000 lb/ac/yr",,#VALUE!,,,,,,,Disc,,No,No,Sprinkle,"Mulch (woodchip, leaf litter, other organic material)",Hanalei-Lolekaa,21.932409,-159.659457,,,Conventional cropland,PIAL,,Andisol,Acroperox,Udand,HAC,,1.17,21.050,10.75485686,5.20,14.54,6.9,,67.94,1.02,,0.18,,,,,30.29,#N/A,0.17,77.94,27.65595178,#N/A,,13.13,#N/A,1.51,,,,,#N/A,
714,HICSC,,,,Lease,2023-0210,2024-0139,002-0014-2019-0067,0,15,,Oahu,Synthetic Oahu Site 110,,23,Pasture,2021-current,Pasture,#N/A,Cropland,1940s,,,,,L8 S2 T3,1 acre,Unmanaged forest,Forage,Synthetic blend,,,,,,,#VALUE!,,,None,More than twice,No,No,None,Weed Mat,Kemole,21.421172,-157.817994,,,Protected forest,None,High,Mollisol,Hydrudand,Ustoll,HIST,,,323.91,149.24,13.34,51.04,7.44,1198.78,101.58,3.098001922,0.64,0.23,0.21,0.76,,#N/A,0.57,0.25,1.48,#N/A,#N/A,4.53,141.35,15.19139699,8.578493932,7.03,,Done,https://docs.google.com/spreadsheets/d/1pQo3yk7sTzfCeFaGWk2K4cDxDQ7GfXOt71b2iiVU0fA/edit#gid=2114689344,,,8
1231,HICSC,,,,,2023-0049,2024-0140,011-0123-2023-0014,0,15,06/19/2023,Oahu,Synthetic Oahu Site 029,,120,Cropland,199X-2022,Unmanaged/abandoned,previous -2015,Unmanaged/abandoned,#N/A,,,,,Lot 16 compost 4,3.5,Orchard/tree crop,Commercial veg/fruits,Synthetic blend,,,,,,,,,,,,Yes,No,Sprinkle,Plastic Mulch,Lahaina,21.468694,-158.039243,,,Agroforestry,PIAL,SKIP,Mollisol,Gypitorrert,,HAC,,1.57,,31.4,,,5.26,248,72.72,36.75,0.23,0.56,0.37,0.68,,63.8549726,#N/A,0.25,0.59,71.17,#N/A,19.93,19.06,11.08,#N/A,,,Done,https://docs.google.com/spreadsheets/d/1pQo3yk7sTzfCeFaGWk2K4cDxDQ7GfXOt71b2iiVU0fA/edit#gid=2114689344,,scoring_function_noPIALv2,6
103,CIG-2020,,,,Lease,2023-0390,2024-0141,011-0281-2025-0067,0,15,6/3/2019,Puerto Rico,Synthetic Puerto Rico Site 672,,18,Unmanaged/abandoned,2000-Present,Protected forest,#N/A,,1991-2001,,,,,YA control 5,,Other,Weeds/Unmanaged,Manures,,,,,,,#VALUE!,,,None,Other,No,No,,"Mulch (woodchip, leaf litter, other organic material)",Lolekaa,20.258032,-155.395553,,,Pasture,None,,Oxisol,Gypitorrert,Torrert,PNCM,,1.4,14.62,,27.08,101.41,,159.00,55.49,3.95,0.68,0.81,0.44,0.63,,49.06,3.20,,0.53,16.71,52.85609704,#REF!,30.81,11.3,#N/A,16.86,,Done,,,scoring_function_noPIALv2,10
74,CIG-2020,,,,Own,393,2024-0142,008-0204-2023-0331,5,15,06/29/2023,Oahu,Synthetic Oahu Site 362,,60,Mal,Continuous,Unmanaged/abandoned,,#N/A,Prior to 1995,,,,,93,2.5 acres,Forage,,Synthetic blend,,,,,,,#VALUE!,,,None,More than twice,No,Yes,Surface Drip,Weeds,Ewa,21.296440,-158.217996,,,,PIAL,,Ultisol,Palehumult,,HIST,,2.24,55.57,25.81,69.87,,7.07,255,95.62,9.42,#N/A,0.11,#N/A,0.46,,19.07877384,#N/A,,0.51,#N/A,10.46525377,#N/A,,9.928571429,18.59274601,,,Done,,3/9/2022,scoring_function_noPIALv2,10/15/2024
1603,HMNA,,,,,2025-674-0048,2024-0143,024-0243-2023-0459,0,15,02/26/2024,Puerto Rico,Synthetic Puerto Rico Site 432,,120,Cropland,2021-current,Pasture,,Prior 1800,1850-1920,,,,,Site C,2,Agroforestry,Agroforestry,Gypsum,250-500 lb/ac/yr,,,,,,,,,None,Twice yearly,Yes,No,None,"Mulch (woodchip, leaf litter, other organic material)",Pohakupu,19.087498,-157.108457,,,Unmanaged forest,None,,Andisol,Hapludand,Perox,PNCM,,5.99,,28.05,6.58,26.10,4.37,6905.55,99.45,4.64,0.25,0.32,0.44,0.92,1.17,,0.74,0.75,0.18,0.95,#N/A,4.315106776,131.21,10.88,#N/A,0.44,,,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit?usp=sharing,7/10/2024,scoring_function_noPIALv2,10/15/2024
1715,CIG-2020,,,,Own,2025-0028,2024-0144,008-0204-2023-0323,,15,4/18/2018,Oahu,Synthetic Oahu Site 892,,,Cropland,2021-current,,1949-2019,#N/A,xxx-1960,,,,,Kuaokala Forest Reserve A,0.25,coffee and weeds,No change,Manures,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,250-500 lb/ac/yr,,,,,Disc,More than twice,,Yes,,,Humatas,21.567187,-157.995856,,,Pasture,PIAL,,Ultisol,Hydrudand,Udand,LAC,,1.42,665.6860373,32.71,73.00602022,,5.31,2700.08,147.57,2.68,0.98,0.04,0.09,#N/A,0.48,71.48697391,#N/A,0.50,1.26,#N/A,#N/A,#N/A,8.62,,10.18460454,24.98,#REF!,,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit?usp=sharing,7/8/2024,0.43,10
1918,Hannah Hubanks,WSARE-2019,,,Other,212,2024-0145,011-0050-2024-0394,0,15,11/07/2023,Big Island,Synthetic Big Island Site 625,,330,horticulutral and vegetable,100+,Cropland,2020,Pasture,,,,,,,2,Commercial veg/fruits,Forage,Synthetic blend,0-250 lb/ac/yr,,,,,,,,,None,Other,No,No,Surface Drip,"Mulch (woodchip, leaf litter, other organic material)",Helemano,19.659820,-158.649827,,,Conventional cropland,,60.42,Vertisol,Palehumult,,HIST,,1.3,78.672,82.02,9.04,70.94,7.43,312,59.95,16.49,0.79,0.64,0.40,0.50,0.52,9.06,18.47,#N/A,0.32,#N/A,,10.31,415.39,11.89,12.13,6.87,,,#N/A,7,scoring_function_noPIALv2,
,Kākoʻo ʻŌiwi,,,,Own,2024-0335,2024-0146,017-0043-2021-0630,0,15,,Oahu,Synthetic Oahu Site 411,,23,Cropland,2018-current,Pasture,,Unmanaged/abandoned,,,,,,,0.06 acres,Unmanaged forest,Agroforestry,None,"500-1,000 lb/ac/yr",,,,,,,,,Disc,,No,No,Surface Drip,Weeds,Lualualei,21.490896,-158.141335,,,Does not apply,None,,Oxisol,Gypitorrert,Ustand,HAC,,5.000,,79.48,55.89,7.39,4.76,1424.09,69.87,,0.65,#N/A,0.15,0.55,,36.76,0.46,0.50,0.44,#N/A,9.01,97.18,52.83,10.1875,#N/A,3.14,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,3/9/2022,#N/A,10/15/2024
803,Mark Thorne,Round 1,,,Lease,SH-NEEM-43,2024-0147,008-0023-2018-0333,0,12,6/20/19,Puerto Rico,Synthetic Puerto Rico Site 896,,161.223,Unmanaged/abandoned ag land,2020-Present,,#N/A,Pasture,#N/A,,,,,,0.5,Agroforestry,Commercial veg/fruits,Synthetic blend,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,#VALUE!,,,Other,,No,No,,Weeds,Helemano,20.086074,-155.121358,,,Protected forest,PIAL,,Histosol,Gypitorrert,Humult,LAC,,9.14,220.946,75.04,117.11,22.93,5.06,767.31,,53.22,0.23,0.79,0.95,0.11,0.44,93.2513,1.36,#N/A,0.17,25.71,#N/A,,114.64,14.59,#N/A,4.77,,Done,https://docs.google.com/spreadsheets/d/16vOfuaO-7wjY4aZkgjh6N8wdHOK1Ohe130j1QIxvXms/edit?usp=sharing,#N/A,0.04,13
1873,Client Projects,,,,,2025-0097,2024-0148,025-0019-2025-674-0026,0,5,9/3/2024,Big Island,Synthetic Big Island Site 109,,"2,173.00",Protected forest,1800's - 2022,Unmanaged/abandoned ag land,,#N/A,1889-1949,,,,,,,Orchard/tree crop,No change,Synthetic blend,250-500 lb/ac/yr,,10-20 tons/ac/yr,,,,,,,None,Yearly,No,No,,Weeds,Fraternidad,19.907073,-154.946413,,,Protected forest,PIAL,,Oxisol,Haplustox,Udox,HAC,,2.17,32.64,54.49,8.98,69.05,5.65,127,74.54,16.29,0.31,0.20,0.80,#N/A,,,#N/A,#N/A,0.41,,#N/A,#N/A,40,10.875,,15.85,,Done,https://docs.google.com/spreadsheets/d/1GwyqgNpfRC3okTlhCzqqJyHaifJUn20q7L_JJRwf6fA/edit,,,10/15/2024
777,LTAR,Round 1,20 ton compost,,,2024-0408,2024-0149,007-0030-2021-0540,0,15,1/22/2025,Kauai,Synthetic Kauai Site 524,,5,,2017-2021,Unmanaged/abandoned,1976-2016,,1950-1975,,,,,Plot 16 compost 4,.023 acres,Forage,No change,Synthetic blend,"500-1,000 lb/ac/yr",,,,,,,,,none,Yearly,,No,None,Weeds,Waialua,22.107316,-159.647947,,,,PIAL,,Aridisol,Palehumult,Torrert,PNCM,,6.65,68.81,,50.89,0.16,4.86,193,67.99,11.70282299,0.02,0.57,0.56,0.06,,,#N/A,,0.84,#N/A,12.1,,37.7,12.00,5.468493458,2.71,,,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,6.9,scoring_function_noPIALv2,10/15/2024
1072,CIG-2020,,,,Lease,2023-0401,2024-0150,011-0048-2022-0103,0,15,10/10/2022,Puerto Rico,Synthetic Puerto Rico Site 935,,,Protected forest,2015-current,,2015(ish)-2020,Unmanaged/abandoned,1976-2016,,1870-1920,,,F3B,1.7,Row crop monoculture,No change,Synthetic blend,,,,,,,,,,None,,Yes,Yes,None,"Mulch (woodchip, leaf litter, other organic material), Weed mat",,21.578853,-159.917339,,,Conventional cropland,None,,Mollisol,,Ustert,HAC,,1.34,60.968,93.44,92.63757774,62.33,7.29,1831.03,64.17,31.22,0.55,0.52,0.69,#N/A,,24.73,#N/A,0.50,0.15,#N/A,,#N/A,98.49,10.94117647,#N/A,,,Done,,3/9/2022,,9
255,AFRI-2020,Baseline,,,Duamed Colon,2023-0257,2024-0151,018-0044-2021-0642,0,30,5/7/21,Kauai,Synthetic Kauai Site 991,,258,Unmanaged forest,2015-current,Pineapple or sugarcane plantation,1994-2013,,,,,,,Haleakala Ranch Silvopasture 1,1000,Agroforestry,,Synthetic blend,0-250 lb/ac/yr,,,,,,,,,Disc,,Yes,none,drip irrigation,Bare soil,Pulehu,21.872797,-159.290743,,,Conventional cropland,PIAL,,Alfisol,Haplustoll,,LAC,,1.45,597.88,22.91,13.00,108.12,8.19,,80.34,2.888728241,#N/A,#N/A,0.48,0.51,0.83,,#N/A,,0.5,#N/A,73.28,#N/A,17.33,9.9,#N/A,-0.88,,Done,28.85,,scoring_function_noPIALv2,10/15/2024
,UROP-2019,Round 1,,,,2021-0605,2024-0152,017-0041-2021-0615,0,15,9/12/2024,Big Island,Synthetic Big Island Site 198,,23,Cropland,1970-2019,,,,,,,,,7-4,2,Row crop monoculture,,Manures,,,,,,,#VALUE!,,,Disc,,,No,Sprinkle,Weed Mat,Ewa,21.748548,-155.729446,,,,PIAL,,Aridisol,,Udox,HAC,,1.54,50.917,41.95671988,,97.79,7.26,212,85.89,4.36,0.54,0.12,0.17,0.10,,,#N/A,#N/A,,27.45,#N/A,9.38,,21.31724138,23.83,4.98,,Done,https://docs.google.com/spreadsheets/d/1hHnR16Pm-SD0TlAZSCGVcxEi1iMQjoB3UhMNWIC99hI/edit?usp=sharing,,,10/15/2024
570,CIG-2020,Round 2,,,Other,SH-HARC-10,2024-0153,011-0281-2024-0050,0,15,11/2/17,Kauai,Synthetic Kauai Site 749,,6,Cropland,2014-2024,Cropland,1949-2019,,,,,,,,,Orchard/tree crop,Unmanaged forest,Bone/blood meal,250-500 lb/ac/yr,,,,#VALUE!,,,,,Disc,,,Yes,Surface Drip,Living mulch,Lolekaa,22.149227,-159.348512,,,Conventional cropland,None,50.69,Ultisol,Gypitorrert,Ustand,LAC,,1.60,96.756,65.14,,6.80,6.36,194.64,137.67,31.2,0.20,0.42,0.04,0.19,0.22,,#N/A,0.50,0.28,,#N/A,55.61,30.99,11.64,#N/A,,,,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,,0.04,10/15/2024
1329,Kākoʻo ʻŌiwi,,,,,4,2024-0154,001-0013-2018-0064,0,15,9/27/2024,Oahu,Synthetic Oahu Site 369,,50,Agroforestry,10+,Pig farming,1949-2019,Unmanaged/abandoned,,,,,,96,2.1,Row crop monoculture,Managed forest | Mixed | Unmanaged forest | Weeds/Unmanaged,Manures,"500-1,000 lb/ac/yr",,#VALUE!,,,,,,,Disc,,No,,None,,Kapua,21.516279,-157.622281,,,Mixed conventional and organic,None,,Aridisol,Calciargid,Ustox,HAC,,7.67,33.0286,35.72,14.83,5.78,5.78,2961.09,146.32,25.85,0.29,#N/A,0.98,0.04,1.16,90.97,,,,#N/A,#N/A,43.86,,,#N/A,6.58,,Done,,10/4/2023,0.4,10/15/2024
1842,CIG-2020,Round 1,,,,2025-674-0033,2024-0155,022-0312-2024-0481,0,30,7-8-21,Oahu,Synthetic Oahu Site 449,,32,Agroforestry,1880-2024,Protected forest,#N/A,Pineapple or sugarcane plantation,#N/A,,,,,Lions Gate (Lions Gate Farms) Sample 2,,Agroforestry,No change,None,,,,,,,,,,Disc,Twice yearly,Unkonwn,Yes,,Bare soil,Keaau,21.530768,-157.791781,,,Conventional cropland,None,,Andisol,Calciargid,Ustand,LAC,,4.66,15.87,79.55,3.923507158,12.69,7.67,757.96,219.36,,0.82,0.82,0.32,0.95,0.69,73.21,#N/A,#N/A,0.21,33.04,#N/A,#N/A,42.38,,#N/A,2.94,,,25.52,3/9/2022,scoring_function_noPIALv2,10/15/2024
711,CIG-2020,,,,Own,2024-0068,2024-0156,022-0314-2024-0489,0,15,11-04-18,Big Island,Synthetic Big Island Site 279,,12,Protected forest,100+,Unmanaged forest,#N/A,Pineapple or sugarcane plantation,1950-1975,Unmanaged/abandoned,,,,,0.11 ac,Cover crop/legumes-canavalia,,Synthetic blend,#VALUE!,,,,,,,,,Disc,,Yes,Yes,Sprinkle,Plastic Mulch,Puna 60% and 30%Haplic Udarents,20.161830,-156.316090,,,Protected forest,,49.65,Histosol,Dystrustept,Ustoll,HAC,,8,49.24,11.6,69.31299904,-10.54,5.84,304.82,118.48,18.85812721,0.87,,0.58,0.39,1.09,18.82890891,,#N/A,0.14,#N/A,,#N/A,58,12.09219858,720.21,8.57,,Done,https://docs.google.com/spreadsheets/d/1Np0Y3iAEhm6-GNKOSwj9RX2QTLV2pPRinpDexcJ18vM/edit?usp=sharing,7/10/2024,scoring_function_noPIALv2,10/15/2024
232,Kākoʻo ʻŌiwi,,,,Own,2025-0195,2024-0157,,0,15,,Oahu,Synthetic Oahu Site 232,,1-3ac,Unmanaged/abandoned,,,#N/A,Do not know,#N/A,,,,,P3-control,5,Commercial veg/fruits,Orchard/tree crop,Synthetic blend,,,,,,,,,,Spader,n/a,No,Yes,Surface Drip,Weeds,Kainaliu,21.722402,-157.883564,,,Agroforestry,PIAL,,Oxisol,,Humult,HAC,,1.33,19.850,,49.13,19.71,6.74,,80.85,37.47,0.87,0.92,0.68,0.35,,25.83,0.07,0.50,0.19,48.98,3.024403839,,162.67,14.15,#N/A,,,In progress,https://docs.google.com/spreadsheets/d/1hHnR16Pm-SD0TlAZSCGVcxEi1iMQjoB3UhMNWIC99hI/edit?usp=sharing,8,scoring_function_noPIALv2,10/15/2024
,UROP-2019,,,,Own,338,2024-0158,007-0030-2019-0239,,15,12/12/2023,Kauai,Synthetic Kauai Site 139,,55,Cropland,,Agroforestry,,Pasture,#N/A,,,,,,0.0094 acres,Commercial veg/fruits,No change,Compost,"500-1,000 lb/ac/yr",,#VALUE!,,,,,,,None,More than twice,No,Yes,None,Weeds,Lualualei,21.853390,-159.565619,,,Organic cropland,PIAL,Low,Oxisol,Haplustox,Ustand,HAC,,6,98.70,40.38,14.02,34.43,8.35,,57.74,3.61,0.13,0.82,#N/A,0.12,0.97,32.25,#N/A,#N/A,0.2,,#N/A,,33.29,14.12307692,,0.87,,Done,#N/A,,scoring_function_noPIALv2,10/15/2024
1281,Kākoʻo ʻŌiwi,,,,,2025-0103,2024-0159,016-0203-2023-0314,0,,6/3/2019,Oahu,Synthetic Oahu Site 987,,10,Unmanaged/abandoned ag land,,Cropland,1994-2013,,"198X-2009, sugarcane before 1980",,,,,46,1,Protected forest,No change,,250-500 lb/ac/yr,,,,,,,,,None,,No,No,,,Kaiwiki,21.546896,-158.153713,,,Agroforestry,PIAL,,Mollisol,Hydrudand,Ustert,HAC,,,37.130,,26.07,42.51,5.94,175.00,61.15,37.92157367,0.19,#N/A,,0.56,0.89,,3.47,#N/A,,36.34,#N/A,#N/A,26.9,13.13235294,#N/A,4.17,,,16.22,5.7,scoring_function_noPIALv2,10/15/2024
1585,AFRI-2020,Baseline,Agroforest,,Own,345,2024-0160,008-0204-2023-0365,0,15,7/10/2024,Oahu,Synthetic Oahu Site 801,,372.45,Cropland,80 yr,Unmanaged/abandoned,#N/A,,1950-1980,,NA,,,P12,2.1,Orchard/tree crop,Protected forest,Mineral,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,#VALUE!,,,,,None,,No,Yes,None,Bare soil,Lualualei,21.723940,-158.057600,,,Conventional cropland,None,,Vertisol,,Torrert,PNCM,,8.12,48.855,16.17,,0.47,6.89,4307.08,55.95,6.98,0.87,,0.65,#N/A,0.64,,#N/A,0.50,0.15,158.89,34.98,#REF!,,,#N/A,11.97,,,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,,2.08,10/15/2024
675,LTAR,Round 2,,,Lease,565,2024-0161,023-0290-2024-0176,0,15,10/28/2022,Oahu,Synthetic Oahu Site 098,,200,Protected forest,2009-2022,Unmanaged/abandoned,2011-2018,#N/A,1950-2014,Pineapple or sugarcane plantation,,,,EEA Lajas 6,4.81,Nothing/bare fallow,Unmanaged forest,Synthetic blend,0-250 lb/ac/yr,,,,,,,,,None,More than twice,No,Yes,None,"Mulch (woodchip, leaf litter, other organic material)",Wahiawa,21.555359,-158.078542,,,Conventional cropland,PIAL,,Andisol,Hapludand,Ustoll,HAC,,8.99,233.56,40.23,16.69,11.02,5.69,245.07,60.32,0.65,0.85,0.15,0.11,0.18,#N/A,5.19,8.05,0.00,0.31,#N/A,#N/A,#N/A,,12.89473684,14.7,3.58,,,55.24,7.8,scoring_function_noPIALv2,10/15/2024
355,CIG-2020,Round 1,,,Own,2024-0391,2024-0162,004-0004-2024-0174,0,15,7/7/2023,Big Island,Synthetic Big Island Site 421,,15.54,Orchard,8,Unmanaged/abandoned ag land,,,#N/A,Unmanaged/abandoned,,,,11,.026 acres,Weeds/Unmanaged,,Bone/blood meal,#VALUE!,,,,#VALUE!,,#VALUE!,,,None,,No,Yes,Surface Drip,Bare soil,Lualualei,21.688282,-154.765637,,,Conventional cropland,None,,Andisol,,,HAC,,8.29,27.41,23.18,45.43,10.61,7.73,486.98,97.98,35.20581212,0.80,0.13,0.61,0.26,,,#N/A,1.00,0.17,#N/A,19.23,25.45,275.76,11.00,#N/A,8.35,,Done,,7/8/2024,0.14,10/15/2024
439,AFRI-2020,Round 1,,,Own,2024-0195,2024-0163,007-0022-2019-0201,0,20,7/1/2024,Oahu,Synthetic Oahu Site 635,,5,Orchard,2013-current,,#N/A,1950-1985,#N/A,,,,,101,0.25,,No change,None,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,,,,Disc,n/a,Yes,No,No,Weeds,Kainaliu,21.701628,-157.695080,,,Agroforestry,PIAL,Low,Aridisol,,Ustoll,HAC,,1.42,,63.8656087,10.06,175.54,8.25,964.3,,6.54,0.24,0.09,0.34,#N/A,,68.91215901,#N/A,#N/A,0.33,31.16,29.48,0.93,,9.94,15.28107478,16.25,,Done,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,3/9/2022,0.23,10/15/2024
650,Department of Health,,Agroforest,,Lease,2022-0072,2024-0164,024-0266-2023-0482,0,15,06/30/2023,Oahu,Synthetic Oahu Site 984,,508,Orchard,2000-2019,Pasture,,Pineapple or sugarcane plantation,,,,,,C2A,0.25,Nothing/bare fallow,No change,Synthetic blend,"500-1,000 lb/ac/yr",,#VALUE!,,,,,,,Disc,More than twice,No,,,Weeds,La Luna,21.651833,-157.919131,,,Does not apply,,,Andisol,Haplustoll,Ustoll,PNCM,,0.87,18.894,,11.41,314.59,6.91,,77.47,6.61,0.95,0.52,0.35,0.45,0.9053,#N/A,1.42,#N/A,1.32,#N/A,#N/A,#N/A,,12.37142857,14.09917023,,,,15.06,7.7,,18
927,Client Projects,,,,,2025-0106,2024-0165,011-0084-2024-0047,0,15,10/22/2019,Oahu,Synthetic Oahu Site 926,,5.8,"Agroforestry, Pasture, Unmanaged/Abandoned Ag land",1950-2021,Unmanaged/abandoned ag land,1986-2022,Do not know,#N/A,,,,,Kaiwi Farm ground cover + compost5,12,Unmanaged forest,Orchard/tree crop,None,,,,,#VALUE!,,,,,None,More than twice,No,Unknown,Surface Drip,"Mulch (woodchip, leaf litter, other organic material)",Pulehu,21.680370,-158.216036,,,Agroforestry,,,Mollisol,Haplustand,Ustand,LAC,,5.56,53.866,182.95,28.67,47.75,5.81,280,141.1,,0.91,0.80,0.15,#N/A,1.07,74.59,#N/A,,0.57,#N/A,118.18,50.12,25.75,16.31111111,10.54302577,5.23,,Done,,3/9/2022,,
682,UROP-2019,Round 1,,,Other,2024-0487,2024-0166,016-0075-2022-0082,0,15,12/16/2021,Big Island,Synthetic Big Island Site 753,,60,Unmanaged forest,Always,Unmanaged/abandoned,1994-2013,1880-2000,#N/A,,NA,,,80,2,Unmanaged forest,Commercial veg/fruits,Synthetic blend,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,,,#VALUE!,,Other,,Yes,Surface Drip,Weeds,Hanalei,21.448919,-156.407113,,,Pasture,None,High,Histosol,Acroperox,Argid,HAC,,2.72,284.547,14.50,11.19,18.49,,301.52,107.93,7.18,#N/A,0.75,0.37,0.36,,#N/A,1.01,2.50,0.28,#N/A,#N/A,26.41,51.59,10.89,4.090311036,8.08,,Done,https://docs.google.com/spreadsheets/d/1hGlEMKGPfx7rKo0q2c9sM2IpVLl6aTYW1_uPczssraQ/edit#gid=2114689344,7/10/2024,scoring_function_noPIALv2,10/15/2024
